t_wall,px,py,yaw_deg,plan_rel_deg,front_obst_m,cmd_nav_vx,cmd_nav_wz
1788372191.858,6.989,2.281,0.1,-4.1,4.492,0.0636,0.0000
1788372192.080,7.034,2.281,0.1,-4.4,4.449,0.0000,6.0000
1788372192.298,7.066,2.280,0.1,-4.5,4.406,0.3500,-6.0000
1788372192.533,7.111,2.281,0.1,-4.8,4.363,0.2545,-6.0000
1788372192.750,7.168,2.286,-0.1,-5.2,4.320,0.0636,-6.0000
1788372192.967,7.217,2.288,-0.1,-5.7,4.276,0.0636,-6.0000
1788372193.208,7.262,2.288,-0.1,-6.1,4.231,0.0636,-6.0000
1788372193.447,7.287,2.281,-0.7,-5.0,4.187,0.0955,-6.0000
1788372193.667,7.332,2.280,-0.7,-5.3,4.143,0.1909,-6.0000
1788372193.883,7.366,2.282,-0.9,-5.5,4.099,0.2545,-6.0000
1788372194.134,7.403,2.282,-0.9,-5.3,4.055,0.1273,-6.0000
1788372194.380,7.447,2.281,-0.9,-5.8,4.012,0.3500,-6.0000
1788372194.605,7.467,2.306,0.0,-9.0,3.968,0.1591,-6.0000
1788372194.864,7.512,2.306,0.0,-9.0,3.925,0.1591,-6.0000
1788372195.097,7.541,2.330,0.9,-18.6,3.883,0.1591,-6.0000
1788372195.334,7.583,2.336,1.1,-19.2,3.840,0.3500,0.0000
1788372195.553,7.627,2.337,1.1,-19.1,3.795,0.3500,0.0000
1788372195.794,7.671,2.339,1.7,-19.7,3.751,0.3500,0.0000
1788372196.017,7.716,2.340,1.7,-14.4,3.707,0.3500,0.0000
1788372196.236,7.750,2.339,1.4,-14.9,3.663,0.3500,0.0000
1788372196.491,7.793,2.339,1.3,-14.6,3.619,0.3182,0.0000
1788372196.711,7.838,2.340,1.3,-13.3,3.576,0.2864,0.0000
1788372196.924,7.874,2.353,1.2,-15.7,3.533,0.3500,0.0000
1788372197.154,7.919,2.354,1.2,-5.7,3.490,0.3500,0.0000
1788372197.391,7.968,2.356,0.8,-6.1,3.447,0.3500,0.0000
1788372197.610,8.013,2.357,0.7,-4.8,3.403,0.3500,0.0000
1788372197.834,8.058,2.358,0.7,-2.3,3.359,0.3500,0.0000
1788372198.086,8.075,2.353,0.4,-2.9,3.315,0.3182,0.0000
1788372198.306,8.120,2.353,0.4,-2.8,3.272,0.3182,0.0000
1788372198.521,8.153,2.352,0.4,-2.4,3.228,0.3500,0.0000
1788372198.763,8.193,2.351,0.4,-2.6,3.185,0.3500,0.0000
1788372198.996,8.217,2.352,0.4,-2.4,3.143,0.3500,0.0000
1788372199.213,8.201,2.345,0.6,2.7,3.143,0.3500,0.0000
1788372199.430,8.201,2.345,0.6,2.7,3.143,0.3500,0.0000
1788372199.677,8.221,2.345,0.6,2.8,3.139,0.3500,0.0000
1788372199.899,8.281,2.346,0.6,2.8,3.093,0.3500,0.0000
1788372200.138,8.332,2.346,0.6,-2.0,3.033,0.3500,0.0000
1788372200.403,8.392,2.335,-0.2,0.3,2.973,0.3500,0.0000
1788372200.639,8.452,2.330,-0.5,1.3,2.915,0.3500,0.0000
1788372200.853,8.504,2.334,0.1,0.5,2.857,0.3500,0.0000
1788372201.087,8.563,2.335,0.2,-0.1,2.797,0.3500,0.0000
1788372201.327,8.610,2.337,0.7,-0.7,2.737,0.3500,0.0000
1788372201.540,8.670,2.338,0.8,-0.8,2.679,0.3500,0.0000
1788372201.759,8.743,2.344,0.4,-1.0,2.621,0.3500,0.0000
1788372201.993,8.795,2.344,0.4,-0.9,2.561,0.3500,0.0000
1788372202.224,8.840,2.346,0.5,-1.5,2.502,0.3500,0.0000
1788372202.477,8.895,2.347,0.6,-1.6,2.445,0.3500,0.0000
1788372202.727,8.952,2.352,1.3,-2.4,2.385,0.3500,0.0000
1788372202.945,9.012,2.355,1.5,-2.8,2.327,0.3500,0.0000
1788372203.159,9.060,2.351,1.0,1.7,2.269,0.3500,0.0000
1788372203.381,9.119,2.351,0.9,1.8,2.209,0.3500,0.0000
1788372203.619,9.183,2.349,0.6,2.4,2.152,0.3500,0.0000
1788372203.840,9.244,2.349,0.6,2.5,2.093,0.3500,0.0000
1788372204.057,9.285,2.345,0.5,3.0,2.036,0.3500,0.0000
1788372204.310,9.342,2.343,0.5,-0.6,1.978,0.3500,0.0000
1788372204.526,9.405,2.345,0.5,-0.5,1.923,0.3182,0.0000
1788372204.744,9.467,2.346,0.5,-0.4,1.869,0.2864,0.0000
