t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
7.024,0.25,0.0,0.2641,0.002,-0.003,2.85,3.9502,-0.0013
7.045,0.25,0.0,0.2812,0.003,-0.003,2.85,3.9559,-0.0011
7.065,0.25,0.0,0.2812,0.003,-0.02,2.86,3.9615,-0.0008
7.086,0.25,0.0,0.2619,0.02,-0.02,2.88,3.9667,-0.0006
7.106,0.25,0.0,0.2619,0.02,0.0,2.9,3.972,-0.0004
7.127,0.25,0.0,0.2619,-0.0,0.006,2.9,3.9772,-0.0002
7.147,0.25,0.0,0.2662,-0.006,0.006,2.9,3.9825,0.0
7.173,0.25,0.0,0.2598,0.009,-0.009,2.9,3.993,0.0004
7.193,0.25,0.0,0.2683,-0.002,0.002,2.9,3.9984,0.0006
7.215,0.25,0.0,0.2683,-0.002,0.0,2.9,4.0038,0.0009
7.235,0.25,0.0,0.1954,0.01,-0.01,2.91,4.0077,0.001
7.256,0.25,0.0,0.1954,0.01,-0.009,2.92,4.0116,0.0012
7.276,0.25,0.0,0.3413,0.009,-0.009,2.93,4.0184,0.0015
7.297,0.25,0.0,0.3413,0.009,0.009,2.94,4.0252,0.0017
7.317,0.25,0.0,0.2705,-0.009,0.0,2.93,4.0306,0.002
7.337,0.25,0.0,0.2705,-0.0,0.0,2.93,4.036,0.0022
7.358,0.25,0.0,0.2705,-0.0,0.0,2.93,4.0414,0.0024
7.378,0.25,0.0,0.2769,-0.0,0.0,2.93,4.047,0.0026
7.399,0.25,0.0,0.2769,-0.0,0.004,2.93,4.0525,0.0029
7.419,0.25,0.0,0.3027,-0.004,0.004,2.92,4.0585,0.0031
7.439,0.25,0.0,0.3027,-0.004,0.002,2.92,4.0646,0.0033
7.46,0.25,0.0,0.2662,-0.002,-0.006,2.92,4.0699,0.0036
7.48,0.25,0.0,0.2039,0.006,-0.006,2.92,4.074,0.0037
7.501,0.25,0.0,0.2039,0.006,-0.019,2.93,4.078,0.0039
7.521,0.25,0.0,0.3499,0.019,-0.016,2.95,4.085,0.0042
7.541,0.25,0.0,0.3005,0.016,-0.016,2.97,4.091,0.0044
7.562,0.25,0.0,0.3005,0.016,-0.02,2.99,4.0971,0.0047
7.582,0.25,0.0,0.2748,0.02,-0.02,3.01,4.1025,0.0049
7.603,0.25,0.0,0.2748,0.02,-0.02,3.04,4.108,0.0052
7.623,0.25,0.0,0.2748,0.02,-0.01,3.06,4.1135,0.0054
7.644,0.25,0.0,0.2683,0.01,-0.024,3.07,4.1189,0.0056
7.664,0.25,0.0,0.2984,0.024,-0.016,3.1,4.1248,0.0059
7.685,0.25,0.0,0.2662,0.016,-0.016,3.12,4.1302,0.0061
7.705,0.25,0.0,0.2662,0.016,-0.017,3.13,4.1355,0.0063
7.726,0.25,0.0,0.2039,0.017,-0.017,3.15,4.1396,0.0065
7.746,0.25,0.0,0.2039,0.017,-0.019,3.17,4.1436,0.0067
7.767,0.25,0.0,0.2683,0.019,-0.019,3.19,4.149,0.007
7.787,0.25,0.0,0.2683,0.019,-0.015,3.22,4.1544,0.0072
7.808,0.25,0.0,0.2984,0.015,-0.015,3.23,4.1603,0.0075
7.832,0.25,0.0,0.1932,0.016,-0.016,3.27,4.1701,0.0079
7.852,0.25,0.0,0.2683,0.013,-0.013,3.28,4.1755,0.0082
7.877,0.25,0.0,0.2683,0.013,-0.02,3.3,4.1809,0.0084
7.898,0.25,0.0,0.3285,0.02,-0.015,3.32,4.1874,0.0088
7.918,0.25,0.0,0.2683,0.015,-0.015,3.34,4.1928,0.009
7.939,0.25,0.0,0.2683,0.015,-0.015,3.36,4.1981,0.0093
7.959,0.25,0.0,0.2683,0.015,-0.019,3.37,4.2035,0.0095
7.979,0.25,0.0,0.1996,0.019,-0.015,3.39,4.2075,0.0097
8.0,0.25,0.0,0.2662,0.015,-0.015,3.41,4.2128,0.01
