t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
0.725,0.25,0.0,0.2555,0.017,-0.016,0.34,4.3895,0.0207
0.746,0.25,0.0,0.2619,0.016,-0.023,0.36,4.3947,0.0211
0.766,0.25,0.0,0.2662,0.023,-0.023,0.39,4.4,0.0215
0.787,0.25,0.0,0.2662,0.023,-0.018,0.41,4.4053,0.0219
0.807,0.25,0.0,0.2662,0.018,-0.018,0.43,4.4106,0.0223
0.828,0.25,0.0,0.2662,0.018,-0.019,0.45,4.416,0.0227
0.848,0.25,0.0,0.2683,0.019,-0.006,0.47,4.4213,0.0232
0.869,0.25,0.0,0.2683,0.006,-0.006,0.48,4.4267,0.0236
0.889,0.25,0.0,0.2683,0.006,-0.007,0.49,4.432,0.024
0.91,0.25,0.0,0.1975,0.007,-0.007,0.5,4.436,0.0243
0.93,0.25,0.0,0.1975,0.007,-0.005,0.5,4.4399,0.0246
0.951,0.25,0.0,0.3349,0.005,-0.002,0.51,4.4465,0.0252
0.972,0.25,0.0,0.2898,0.002,-0.002,0.51,4.4523,0.0256
0.993,0.25,0.0,0.1975,0.002,-0.002,0.52,4.462,0.0264
1.016,0.25,0.0,0.1975,0.002,-0.002,0.52,4.466,0.0267
1.038,0.25,0.0,0.2662,0.008,-0.008,0.53,4.4713,0.0271
1.059,0.25,0.0,0.3327,0.008,-0.008,0.54,4.4779,0.0277
1.079,0.25,0.0,0.3327,0.008,-0.004,0.55,4.4846,0.0282
1.1,0.25,0.0,0.2855,0.004,-0.004,0.55,4.4902,0.0287
1.12,0.25,0.0,0.2855,0.004,-0.002,0.56,4.496,0.0291
1.141,0.25,0.0,0.2598,0.002,-0.003,0.56,4.5011,0.0295
1.161,0.25,0.0,0.2619,0.003,-0.003,0.56,4.5063,0.03
1.182,0.25,0.0,0.2619,0.003,-0.002,0.57,4.5116,0.0304
1.202,0.25,0.0,0.3327,0.002,-0.002,0.57,4.5182,0.0309
1.222,0.25,0.0,0.3327,0.002,-0.003,0.57,4.5248,0.0315
1.243,0.25,0.0,0.2662,0.003,-0.003,0.57,4.5301,0.0319
1.263,0.25,0.0,0.2662,0.003,-0.007,0.58,4.5355,0.0323
1.284,0.25,0.0,0.1975,0.007,0.001,0.58,4.5394,0.0326
1.304,0.25,0.0,0.2683,-0.001,0.001,0.58,4.5447,0.0331
1.325,0.25,0.0,0.2683,-0.001,0.01,0.58,4.5501,0.0335
1.345,0.25,0.0,0.2834,-0.01,0.01,0.57,4.5557,0.034
1.365,0.25,0.0,0.2834,-0.01,-0.003,0.56,4.5614,0.0344
1.386,0.25,0.0,0.2683,0.003,-0.003,0.56,4.5667,0.0349
1.406,0.25,0.0,0.2683,0.003,0.004,0.57,4.5721,0.0353
1.427,0.25,0.0,0.1932,-0.004,-0.004,0.56,4.5759,0.0356
1.447,0.25,0.0,0.3285,0.004,-0.004,0.57,4.5825,0.0361
1.468,0.25,0.0,0.3285,0.004,-0.004,0.57,4.589,0.0367
1.488,0.25,0.0,0.2834,0.004,0.0,0.58,4.5947,0.0371
1.509,0.25,0.0,0.2748,-0.0,0.0,0.58,4.6001,0.0376
1.529,0.25,0.0,0.2748,-0.0,-0.007,0.58,4.6056,0.038
1.55,0.25,0.0,0.2619,0.007,-0.007,0.58,4.6108,0.0384
1.57,0.25,0.0,0.2619,0.007,-0.001,0.59,4.6161,0.0388
1.592,0.25,0.0,0.2533,0.014,-0.014,0.61,4.6263,0.0397
1.613,0.25,0.0,0.2533,0.014,-0.014,0.61,4.6263,0.0397
1.633,0.25,0.0,0.1911,0.008,-0.008,0.63,4.6351,0.0404
1.657,0.25,0.0,0.1911,0.008,-0.011,0.64,4.639,0.0407
1.678,0.25,0.0,0.2576,0.011,-0.018,0.66,4.6441,0.0411
1.698,0.25,0.0,0.2598,0.018,-0.018,0.68,4.6493,0.0416
1.72,0.25,0.0,0.2598,0.018,-0.014,0.7,4.6544,0.042
1.74,0.25,0.0,0.2576,0.014,-0.014,0.71,4.6596,0.0424
1.761,0.25,0.0,0.2576,0.014,-0.011,0.73,4.6647,0.0428
1.781,0.25,0.0,0.2533,0.011,-0.011,0.74,4.6697,0.0433
1.801,0.25,0.0,0.2533,0.011,-0.018,0.75,4.6748,0.0437
1.822,0.25,0.0,0.2576,0.018,-0.018,0.77,4.6799,0.0441
1.842,0.25,0.0,0.322,0.018,-0.018,0.8,4.6864,0.0447
1.863,0.25,0.0,0.322,0.018,-0.012,0.82,4.6928,0.0452
1.883,0.25,0.0,0.2555,0.012,-0.012,0.83,4.6979,0.0456
1.904,0.25,0.0,0.2555,0.012,-0.018,0.84,4.703,0.0461
1.924,0.25,0.0,0.2598,0.018,-0.018,0.86,4.7081,0.0465
1.945,0.25,0.0,0.2598,0.018,-0.018,0.88,4.7133,0.047
1.965,0.25,0.0,0.2512,0.018,-0.01,0.91,4.7183,0.0474
1.986,0.25,0.0,0.2598,0.01,-0.01,0.92,4.7235,0.0479
2.006,0.25,0.0,0.2598,0.01,-0.018,0.93,4.7287,0.0483
2.027,0.25,0.0,0.2576,0.018,-0.016,0.95,4.7338,0.0488
2.047,0.25,0.0,0.1911,0.016,-0.016,0.97,4.7376,0.0491
2.068,0.25,0.0,0.1911,0.016,-0.015,0.99,4.7414,0.0494
2.089,0.25,0.0,0.2555,0.015,-0.015,1.0,4.7465,0.0499
2.109,0.25,0.0,0.2555,0.015,-0.016,1.02,4.7516,0.0503
2.13,0.25,0.0,0.2791,0.016,-0.016,1.04,4.7571,0.0508
2.153,0.25,0.0,0.2555,0.017,-0.017,1.08,4.7678,0.0518
2.173,0.25,0.0,0.1825,0.018,-0.018,1.1,4.7714,0.0521
2.195,0.25,0.0,0.1825,0.018,-0.018,1.1,4.7714,0.0521
2.217,0.25,0.0,0.3156,0.015,-0.016,1.13,4.7813,0.053
2.238,0.25,0.0,0.2748,0.016,-0.016,1.15,4.7868,0.0535
2.258,0.25,0.0,0.2748,0.016,-0.016,1.17,4.7923,0.054
2.279,0.25,0.0,0.2748,0.016,-0.02,1.19,4.7978,0.0545
2.3,0.25,0.0,0.1911,0.02,-0.02,1.21,4.8016,0.0548
2.32,0.25,0.0,0.1846,0.02,-0.02,1.24,4.8053,0.0552
2.341,0.25,0.0,0.1846,0.02,-0.017,1.26,4.8089,0.0555
2.361,0.25,0.0,0.2512,0.017,-0.021,1.28,4.8139,0.056
2.381,0.25,0.0,0.2641,0.021,-0.021,1.3,4.8192,0.0565
2.402,0.25,0.0,0.2641,0.021,-0.018,1.33,4.8245,0.057
2.422,0.25,0.0,0.249,0.018,-0.018,1.35,4.8294,0.0574
2.443,0.25,0.0,0.249,0.018,-0.018,1.37,4.8344,0.0579
2.463,0.25,0.0,0.2555,0.018,-0.018,1.39,4.8394,0.0584
2.484,0.25,0.0,0.2555,0.018,-0.013,1.41,4.8446,0.0589
2.504,0.25,0.0,0.2555,0.013,-0.017,1.42,4.8496,0.0594
2.524,0.25,0.0,0.2619,0.017,-0.017,1.44,4.8548,0.0599
2.545,0.25,0.0,0.2619,0.017,-0.02,1.46,4.86,0.0604
2.565,0.25,0.0,0.1911,0.02,-0.018,1.49,4.8638,0.0607
2.586,0.25,0.0,0.2598,0.018,-0.018,1.51,4.869,0.0612
2.606,0.25,0.0,0.2598,0.018,-0.004,1.53,4.8742,0.0617
2.626,0.25,0.0,0.2662,0.004,-0.004,1.53,4.8795,0.0623
2.647,0.25,0.0,0.2662,0.004,-0.031,1.54,4.8848,0.0628
2.667,0.25,0.0,0.2641,0.031,-0.031,1.57,4.89,0.0633
2.688,0.25,0.0,0.2641,0.031,-0.015,1.61,4.8953,0.0638
2.708,0.25,0.0,0.1932,0.015,-0.023,1.62,4.8991,0.0642
2.729,0.25,0.0,0.2619,0.023,-0.023,1.65,4.9044,0.0647
2.749,0.25,0.0,0.2619,0.023,-0.019,1.68,4.9096,0.0652
2.77,0.25,0.0,0.2834,0.019,-0.019,1.7,4.9152,0.0658
2.792,0.25,0.0,0.2598,0.016,-0.016,1.74,4.926,0.0669
2.817,0.25,0.0,0.2598,0.016,-0.025,1.76,4.9312,0.0674
2.837,0.25,0.0,0.2619,0.023,-0.021,1.78,4.9364,0.068
2.858,0.25,0.0,0.2812,0.021,-0.021,1.81,4.942,0.0685
2.878,0.25,0.0,0.2576,0.021,-0.021,1.83,4.9471,0.0691
2.899,0.25,0.0,0.2576,0.021,-0.012,1.86,4.9523,0.0696
2.919,0.25,0.0,0.2533,0.012,-0.012,1.87,4.9573,0.0701
2.94,0.25,0.0,0.2533,0.012,-0.012,1.88,4.9623,0.0706
2.96,0.25,0.0,0.2533,0.012,-0.01,1.9,4.9674,0.0712
2.98,0.25,0.0,0.2533,0.01,-0.011,1.91,4.9724,0.0717
3.001,0.25,0.0,0.3199,0.011,-0.011,1.92,4.9788,0.0723
3.021,0.25,0.0,0.3199,0.011,-0.006,1.93,4.9851,0.073
3.042,0.25,0.0,0.2512,0.006,-0.004,1.94,4.9901,0.0735
3.062,0.25,0.0,0.2512,0.004,-0.004,1.94,4.9951,0.0741
3.083,0.25,0.0,0.2512,0.004,-0.007,1.95,5.0001,0.0746
3.103,0.25,0.0,0.2447,0.007,-0.007,1.96,5.005,0.0751
3.124,0.25,0.0,0.2447,0.007,-0.008,1.97,5.0099,0.0756
3.144,0.25,0.0,0.3156,0.008,-0.008,1.97,5.0161,0.0763
3.165,0.25,0.0,0.3156,0.008,-0.004,1.98,5.0224,0.0769
3.185,0.25,0.0,0.2469,0.004,-0.002,1.99,5.0273,0.0775
3.205,0.25,0.0,0.249,0.002,-0.012,1.99,5.0323,0.078
3.226,0.25,0.0,0.2512,0.012,-0.012,2.0,5.0373,0.0785
3.246,0.25,0.0,0.2512,0.012,-0.005,2.02,5.0423,0.079
3.267,0.25,0.0,0.249,0.005,-0.005,2.02,5.0472,0.0796
3.288,0.25,0.0,0.249,0.005,-0.005,2.03,5.0522,0.0801
3.308,0.25,0.0,0.249,0.005,-0.008,2.04,5.0571,0.0806
3.329,0.25,0.0,0.1932,0.008,-0.008,2.04,5.061,0.081
3.349,0.25,0.0,0.1932,0.008,-0.008,2.05,5.0648,0.0814
3.37,0.25,0.0,0.1932,0.008,0.004,2.06,5.0686,0.0819
3.39,0.25,0.0,0.249,-0.004,0.0,2.06,5.0736,0.0824
3.411,0.25,0.0,0.2726,-0.0,0.0,2.06,5.079,0.083
3.434,0.25,0.0,0.2555,0.003,-0.003,2.06,5.0895,0.0841
3.461,0.25,0.0,0.2555,0.003,-0.003,2.07,5.0946,0.0846
3.482,0.25,0.0,0.2598,0.003,-0.003,2.07,5.0998,0.0852
3.502,0.25,0.0,0.2598,0.003,-0.001,2.07,5.1049,0.0857
3.523,0.25,0.0,0.2469,0.001,0.002,2.07,5.1098,0.0863
3.543,0.25,0.0,0.2598,-0.002,0.002,2.07,5.115,0.0868
3.564,0.25,0.0,0.2598,-0.002,-0.003,2.07,5.1202,0.0874
3.584,0.25,0.0,0.2576,0.003,0.002,2.07,5.1253,0.0879
3.605,0.25,0.0,0.2641,-0.002,0.002,2.07,5.1306,0.0885
3.625,0.25,0.0,0.2641,-0.002,-0.002,2.07,5.1358,0.0891
3.646,0.25,0.0,0.2576,0.002,-0.002,2.07,5.1409,0.0896
3.666,0.25,0.0,0.2576,0.002,0.005,2.07,5.1461,0.0901
3.687,0.25,0.0,0.2619,-0.005,0.005,2.07,5.1513,0.0907
3.707,0.25,0.0,0.2619,-0.005,0.005,2.06,5.1565,0.0913
3.728,0.25,0.0,0.2576,-0.005,0.001,2.05,5.1616,0.0918
3.748,0.25,0.0,0.2662,-0.001,0.001,2.05,5.1669,0.0924
3.769,0.25,0.0,0.2662,-0.001,0.009,2.05,5.1722,0.0929
3.789,0.25,0.0,0.2598,-0.009,-0.004,2.04,5.1773,0.0935
3.81,0.25,0.0,0.2877,0.004,-0.004,2.05,5.1831,0.0941
3.831,0.25,0.0,0.2877,0.004,-0.004,2.05,5.1888,0.0947
3.853,0.25,0.0,0.2576,0.008,-0.008,2.07,5.1996,0.0959
3.874,0.25,0.0,0.1996,0.016,-0.016,2.08,5.2036,0.0963
3.894,0.25,0.0,0.3242,0.015,-0.015,2.1,5.21,0.097
3.916,0.25,0.0,0.3242,0.015,-0.012,2.12,5.2165,0.0977
3.937,0.25,0.0,0.2619,0.013,-0.013,2.13,5.2217,0.0983
3.959,0.25,0.0,0.2619,0.013,-0.012,2.15,5.2269,0.0988
3.979,0.25,0.0,0.1911,0.012,-0.012,2.16,5.2307,0.0992
4.001,0.25,0.0,0.1911,0.012,-0.013,2.18,5.2345,0.0997
4.021,0.25,0.0,0.2576,0.013,-0.013,2.19,5.2396,0.1002
4.041,0.25,0.0,0.2576,0.013,-0.017,2.21,5.2448,0.1008
4.062,0.25,0.0,0.2726,0.017,-0.017,2.22,5.2502,0.1014
4.082,0.25,0.0,0.2576,0.017,-0.017,2.24,5.2553,0.1019
4.103,0.25,0.0,0.2576,0.017,-0.022,2.26,5.2604,0.1025
4.123,0.25,0.0,0.1868,0.022,-0.022,2.29,5.2641,0.1029
4.144,0.25,0.0,0.1868,0.022,-0.017,2.31,5.2678,0.1033
4.164,0.25,0.0,0.2512,0.017,-0.017,2.33,5.2728,0.1039
4.184,0.25,0.0,0.2705,0.017,-0.017,2.35,5.2782,0.1045
4.205,0.25,0.0,0.2705,0.017,-0.011,2.37,5.2836,0.1051
4.225,0.25,0.0,0.249,0.011,-0.015,2.38,5.2885,0.1056
4.246,0.25,0.0,0.1868,0.015,-0.015,2.4,5.2922,0.1061
4.267,0.25,0.0,0.1868,0.015,-0.017,2.42,5.296,0.1065
4.287,0.25,0.0,0.2469,0.017,-0.017,2.44,5.3009,0.107
4.308,0.25,0.0,0.2469,0.017,-0.024,2.46,5.3058,0.1076
4.328,0.25,0.0,0.2576,0.024,-0.024,2.49,5.3109,0.1082
4.349,0.25,0.0,0.2576,0.024,-0.003,2.51,5.316,0.1088
4.369,0.25,0.0,0.2512,0.003,-0.028,2.52,5.321,0.1094
4.39,0.25,0.0,0.2576,0.028,-0.028,2.55,5.3261,0.1099
4.413,0.25,0.0,0.249,0.002,-0.002,2.58,5.3362,0.1111
4.437,0.25,0.0,0.2555,0.016,-0.016,2.6,5.3412,0.1117
4.458,0.25,0.0,0.2555,0.016,-0.016,2.62,5.3463,0.1123
4.478,0.25,0.0,0.2555,0.016,-0.023,2.64,5.3514,0.1129
4.499,0.25,0.0,0.2383,0.023,-0.017,2.66,5.3561,0.1134
4.519,0.25,0.0,0.2641,0.017,-0.017,2.68,5.3614,0.1141
4.54,0.25,0.0,0.2641,0.017,-0.028,2.7,5.3666,0.1147
4.56,0.25,0.0,0.2512,0.028,-0.012,2.74,5.3716,0.1153
4.581,0.25,0.0,0.2555,0.012,-0.012,2.75,5.3767,0.1159
4.601,0.25,0.0,0.2555,0.012,-0.014,2.76,5.3818,0.1165
4.622,0.25,0.0,0.2641,0.014,-0.014,2.78,5.387,0.1171
4.642,0.25,0.0,0.2641,0.014,-0.008,2.8,5.3923,0.1177
4.662,0.25,0.0,0.2641,0.008,-0.008,2.8,5.3975,0.1184
4.683,0.25,0.0,0.2641,0.008,-0.018,2.81,5.4028,0.119
4.703,0.25,0.0,0.2512,0.018,-0.017,2.83,5.4077,0.1196
4.724,0.25,0.0,0.2555,0.017,-0.017,2.85,5.4128,0.1202
4.744,0.25,0.0,0.2555,0.017,-0.013,2.87,5.4179,0.1208
4.765,0.25,0.0,0.2576,0.013,-0.03,2.89,5.423,0.1215
4.785,0.25,0.0,0.2512,0.03,-0.03,2.92,5.428,0.1221
4.805,0.25,0.0,0.2512,0.03,-0.011,2.96,5.4329,0.1227
4.826,0.25,0.0,0.3199,0.011,-0.011,2.97,5.4393,0.1235
4.846,0.25,0.0,0.3199,0.011,-0.023,2.98,5.4456,0.1242
4.867,0.25,0.0,0.2598,0.023,-0.023,3.01,5.4508,0.1249
4.888,0.25,0.0,0.2598,0.023,-0.013,3.03,5.456,0.1255
4.908,0.25,0.0,0.2469,0.013,-0.015,3.05,5.4609,0.1261
4.928,0.25,0.0,0.2555,0.015,-0.015,3.07,5.4659,0.1268
4.949,0.25,0.0,0.2555,0.015,-0.022,3.08,5.471,0.1274
4.97,0.25,0.0,0.2791,0.022,-0.022,3.11,5.4765,0.1281
4.99,0.25,0.0,0.2791,0.022,-0.014,3.13,5.4821,0.1288
5.01,0.25,0.0,0.2512,0.014,-0.022,3.15,5.4871,0.1294
5.031,0.25,0.0,0.1954,0.022,-0.022,3.18,5.4909,0.1299
5.053,0.25,0.0,0.3327,0.024,-0.024,3.23,5.5014,0.1312
5.078,0.25,0.0,0.3327,0.024,-0.016,3.26,5.508,0.1321
5.099,0.25,0.0,0.2834,0.016,-0.016,3.27,5.5136,0.1328
5.119,0.25,0.0,0.2834,0.016,-0.026,3.29,5.5193,0.1335
5.14,0.25,0.0,0.1932,0.026,-0.024,3.32,5.5231,0.134
5.16,0.25,0.0,0.1911,0.024,-0.024,3.35,5.5269,0.1345
5.18,0.25,0.0,0.1911,0.024,-0.032,3.38,5.5307,0.135
5.201,0.25,0.0,0.2598,0.032,-0.032,3.41,5.5358,0.1357
5.221,0.25,0.0,0.2598,0.032,-0.03,3.45,5.541,0.1364
5.242,0.25,0.0,0.2619,0.03,-0.015,3.49,5.5462,0.137
5.262,0.25,0.0,0.2619,0.015,-0.015,3.5,5.5514,0.1377
5.282,0.25,0.0,0.2619,0.015,-0.023,3.52,5.5566,0.1384
5.303,0.25,0.0,0.2576,0.023,-0.023,3.55,5.5617,0.1391
5.323,0.25,0.0,0.2576,0.023,-0.018,3.57,5.5668,0.1398
5.344,0.25,0.0,0.2641,0.018,-0.023,3.59,5.572,0.1405
5.364,0.25,0.0,0.2662,0.023,-0.023,3.62,5.5773,0.1412
5.385,0.25,0.0,0.2662,0.023,-0.016,3.65,5.5826,0.1419
5.405,0.25,0.0,0.2662,0.016,-0.016,3.66,5.5878,0.1426
5.426,0.25,0.0,0.2662,0.016,-0.023,3.68,5.5931,0.1433
5.446,0.25,0.0,0.1868,0.023,-0.019,3.71,5.5968,0.1438
5.467,0.25,0.0,0.3242,0.019,-0.019,3.73,5.6032,0.1447
5.488,0.25,0.0,0.3242,0.019,-0.014,3.75,5.6097,0.1456
5.508,0.25,0.0,0.2598,0.014,-0.014,3.77,5.6148,0.1463
5.529,0.25,0.0,0.2598,0.014,-0.012,3.78,5.62,0.147
5.549,0.25,0.0,0.1911,0.012,-0.003,3.8,5.6237,0.1475
5.57,0.25,0.0,0.249,0.003,-0.003,3.8,5.6287,0.1482
5.59,0.25,0.0,0.249,0.003,-0.007,3.8,5.6336,0.1489
5.611,0.25,0.0,0.2812,0.007,-0.007,3.81,5.6392,0.1497
5.633,0.25,0.0,0.1846,0.004,-0.004,3.83,5.6484,0.1509
5.653,0.25,0.0,0.1954,0.004,-0.004,3.83,5.6523,0.1515
5.68,0.25,0.0,0.1954,0.004,-0.006,3.83,5.6562,0.152
5.7,0.25,0.0,0.249,0.006,-0.006,3.84,5.6611,0.1527
5.721,0.25,0.0,0.249,0.006,-0.006,3.85,5.666,0.1534
5.741,0.25,0.0,0.2748,0.006,-0.006,3.86,5.6715,0.1541
5.762,0.25,0.0,0.2748,0.006,-0.006,3.86,5.6769,0.1549
5.782,0.25,0.0,0.1911,0.006,-0.011,3.87,5.6807,0.1554
5.803,0.25,0.0,0.1911,0.011,-0.011,3.88,5.6845,0.1559
5.823,0.25,0.0,0.1911,0.011,-0.002,3.89,5.6883,0.1565
5.844,0.25,0.0,0.307,0.002,-0.002,3.9,5.6943,0.1573
5.864,0.25,0.0,0.307,0.002,-0.002,3.9,5.7005,0.1582
5.885,0.25,0.0,0.2555,0.002,-0.01,3.9,5.7055,0.1589
5.905,0.25,0.0,0.1868,0.01,-0.01,3.91,5.7092,0.1594
5.926,0.25,0.0,0.1868,0.01,-0.006,3.92,5.7129,0.1599
5.947,0.25,0.0,0.2576,0.006,-0.006,3.93,5.718,0.1606
5.967,0.25,0.0,0.2576,0.006,-0.001,3.94,5.7231,0.1613
5.988,0.25,0.0,0.2683,0.001,0.0,3.94,5.7284,0.1621
6.008,0.25,0.0,0.2533,-0.0,0.0,3.94,5.7334,0.1628
6.029,0.25,0.0,0.2533,-0.0,-0.005,3.94,5.7384,0.1635
6.049,0.25,0.0,0.1868,0.005,-0.005,3.94,5.7421,0.164
6.07,0.25,0.0,0.1868,0.005,-0.018,3.95,5.7458,0.1645
6.09,0.25,0.0,0.2512,0.018,0.0,3.97,5.7508,0.1652
6.111,0.25,0.0,0.2726,-0.0,0.0,3.97,5.7562,0.166
6.132,0.25,0.0,0.2533,0.009,-0.009,3.98,5.7666,0.1675
6.153,0.25,0.0,0.2533,0.009,-0.009,3.98,5.7666,0.1675
6.177,0.25,0.0,0.1825,0.004,-0.003,4.0,5.7753,0.1687
6.198,0.25,0.0,0.1825,0.003,-0.003,4.0,5.7789,0.1692
6.219,0.25,0.0,0.1825,0.003,0.0,4.0,5.7825,0.1697
6.239,0.25,0.0,0.2576,-0.0,0.0,4.0,5.7876,0.1704
6.26,0.25,0.0,0.2576,-0.0,-0.007,4.0,5.7927,0.1712
6.28,0.25,0.0,0.249,0.007,-0.006,4.01,5.7976,0.1718
6.3,0.25,0.0,0.1868,0.006,-0.006,4.02,5.8013,0.1724
6.321,0.25,0.0,0.1868,0.006,0.004,4.02,5.805,0.1729
6.341,0.25,0.0,0.2404,-0.004,0.004,4.02,5.8098,0.1736
6.362,0.25,0.0,0.2404,-0.004,-0.204,4.02,5.8145,0.1742
6.382,0.25,0.0,0.2426,0.204,-0.204,4.25,5.8193,0.1749
6.403,0.25,0.0,0.2426,0.204,-0.24,4.48,5.8242,0.1757
6.423,0.25,0.0,0.2018,0.24,0.0,4.76,5.8281,0.1763
6.443,0.25,0.0,0.1481,-0.0,0.0,4.76,5.8311,0.1767
6.464,0.25,0.0,0.1481,-0.0,0.031,4.76,5.834,0.1772
6.484,0.25,0.0,0.1481,-0.031,0.031,4.72,5.8369,0.1776
6.505,0.25,0.0,0.1481,-0.031,-0.017,4.69,5.8398,0.1781
6.525,0.25,0.0,0.1331,0.017,0.005,4.71,5.8425,0.1785
6.546,0.25,0.0,0.058,-0.005,0.005,4.7,5.8436,0.1786
6.566,0.25,0.0,0.058,-0.005,-0.002,4.69,5.8448,0.1788
6.586,0.25,0.0,0.0215,0.002,-0.002,4.7,5.8452,0.1789
6.607,0.25,0.0,0.0215,0.002,0.002,4.7,5.8456,0.179
6.627,0.25,0.0,0.0172,-0.002,-0.003,4.7,5.8459,0.179
6.648,0.25,0.0,0.0172,0.003,-0.003,4.7,5.8463,0.1791
6.668,0.25,0.0,0.0172,0.003,0.002,4.7,5.8466,0.1791
6.689,0.25,0.0,0.0215,-0.002,0.002,4.7,5.847,0.1792
6.709,0.25,0.0,0.0215,-0.002,0.0,4.7,5.8475,0.1792
6.73,0.25,0.0,0.0215,-0.0,0.002,4.7,5.8479,0.1793
6.751,0.25,0.0,0.0236,-0.002,0.002,4.7,5.8484,0.1794
6.772,0.25,0.0,0.0236,-0.002,0.002,4.69,5.8493,0.1795
6.793,0.25,0.0,0.0236,-0.002,0.002,4.69,5.8493,0.1795
6.815,0.25,0.0,0.0236,0.002,-0.001,4.69,5.8502,0.1797
6.836,0.25,0.0,0.0236,-0.001,0.001,4.69,5.8507,0.1797
6.857,0.25,0.0,0.0236,-0.001,0.001,4.69,5.8512,0.1798
6.877,0.25,0.0,0.0236,0.002,-0.002,4.69,5.8516,0.1799
6.898,0.25,0.0,0.0236,0.002,0.002,4.69,5.8521,0.18
6.919,0.25,0.0,0.0236,-0.002,0.001,4.69,5.8526,0.18
6.939,0.25,0.0,0.0236,-0.001,0.001,4.69,5.853,0.1801
6.96,0.25,0.0,0.0236,-0.001,0.002,4.69,5.8535,0.1802
6.98,0.25,0.0,0.0193,-0.002,0.002,4.69,5.8539,0.1802
7.001,0.25,0.0,0.0193,-0.002,-0.003,4.68,5.8543,0.1803
7.021,0.25,0.0,0.0193,0.003,-0.003,4.69,5.8546,0.1803
7.042,0.25,0.0,0.0193,0.003,-0.002,4.69,5.855,0.1804
7.062,0.25,0.0,0.0215,0.002,0.003,4.69,5.8555,0.1805
7.083,0.25,0.0,0.0215,-0.003,0.003,4.69,5.8559,0.1805
7.103,0.25,0.0,0.0215,-0.003,-0.001,4.69,5.8563,0.1806
7.124,0.25,0.0,0.0236,0.001,-0.001,4.69,5.8568,0.1807
7.144,0.25,0.0,0.0236,0.001,-0.001,4.69,5.8572,0.1807
7.164,0.25,0.0,0.0236,0.001,0.0,4.69,5.8577,0.1808
7.185,0.25,0.0,0.0215,-0.0,0.0,4.69,5.8581,0.1809
7.205,0.25,0.0,0.0215,-0.0,-0.002,4.69,5.8585,0.1809
7.226,0.25,0.0,0.0215,0.002,-0.002,4.69,5.859,0.181
7.246,0.25,0.0,0.0215,0.002,-0.001,4.7,5.8594,0.1811
