t,cmd_vx,cmd_wz,odom_vx,odom_wz,imu_wz,yaw_deg,x,y
6.75,-0.25,0.0,-0.2533,-0.02,0.02,-2.76,6.351,0.1635
6.77,-0.25,0.0,-0.2533,-0.02,0.02,-2.79,6.346,0.1626
6.791,-0.25,0.0,-0.1889,-0.014,0.014,-2.8,6.3423,0.1619
6.812,-0.25,0.0,-0.1889,-0.014,0.014,-2.82,6.3386,0.1613
6.833,-0.25,0.0,-0.3113,-0.007,0.001,-2.83,6.3325,0.1602
6.853,-0.25,0.0,-0.2705,-0.001,0.001,-2.83,6.3271,0.1592
6.876,-0.25,0.0,-0.2705,-0.001,-0.014,-2.83,6.3218,0.1582
6.896,-0.25,0.0,-0.2447,0.014,-0.014,-2.81,6.317,0.1574
6.916,-0.25,0.0,-0.2447,0.014,-0.001,-2.8,6.3122,0.1565
6.937,-0.25,0.0,-0.2598,0.001,-0.015,-2.8,6.3071,0.1556
6.957,-0.25,0.0,-0.2555,0.015,-0.015,-2.78,6.3021,0.1547
6.978,-0.25,0.0,-0.2555,0.015,-0.004,-2.76,6.297,0.1537
6.998,-0.25,0.0,-0.2533,0.004,-0.004,-2.76,6.292,0.1528
7.019,-0.25,0.0,-0.2533,0.004,-0.003,-2.75,6.287,0.1519
7.039,-0.25,0.0,-0.2447,0.003,0.015,-2.75,6.2822,0.1511
7.06,-0.25,0.0,-0.2576,-0.015,0.015,-2.77,6.2772,0.1501
7.08,-0.25,0.0,-0.2576,-0.015,-0.022,-2.78,6.2721,0.1492
7.101,-0.25,0.0,-0.2512,0.022,-0.022,-2.76,6.2672,0.1483
7.121,-0.25,0.0,-0.2512,0.022,-0.008,-2.73,6.2622,0.1474
7.141,-0.25,0.0,-0.2619,0.008,-0.006,-2.72,6.2571,0.1465
7.162,-0.25,0.0,-0.2662,0.006,-0.006,-2.72,6.2518,0.1455
7.182,-0.25,0.0,-0.2662,0.006,0.002,-2.71,6.2466,0.1446
7.203,-0.25,0.0,-0.2533,-0.002,0.002,-2.71,6.2416,0.1437
7.223,-0.25,0.0,-0.2533,-0.002,-0.009,-2.71,6.2366,0.1427
7.244,-0.25,0.0,-0.2512,0.009,-0.018,-2.7,6.2317,0.1418
7.264,-0.25,0.0,-0.2619,0.018,-0.018,-2.68,6.2265,0.1409
7.285,-0.25,0.0,-0.2619,0.018,0.004,-2.66,6.2214,0.14
7.305,-0.25,0.0,-0.2447,-0.004,0.004,-2.67,6.2166,0.1391
7.326,-0.25,0.0,-0.2447,-0.004,0.008,-2.67,6.2117,0.1382
7.346,-0.25,0.0,-0.1868,-0.008,0.008,-2.68,6.2081,0.1375
7.368,-0.25,0.0,-0.1803,-0.001,0.001,-2.69,6.2008,0.1362
7.389,-0.25,0.0,-0.2512,0.012,-0.012,-2.68,6.1959,0.1353
7.412,-0.25,0.0,-0.2512,0.012,-0.012,-2.66,6.1909,0.1344
7.432,-0.25,0.0,-0.2598,0.006,-0.006,-2.66,6.1859,0.1334
7.453,-0.25,0.0,-0.2598,0.006,-0.002,-2.65,6.1807,0.1325
7.473,-0.25,0.0,-0.2533,-0.005,-0.019,-2.66,6.1758,0.1316
7.494,-0.25,0.0,-0.2555,0.019,-0.019,-2.63,6.1707,0.1307
7.515,-0.25,0.0,-0.2555,0.019,0.002,-2.61,6.1657,0.1297
7.536,-0.25,0.0,-0.2469,-0.002,0.002,-2.61,6.1609,0.1288
7.556,-0.25,0.0,-0.2469,-0.002,0.014,-2.62,6.156,0.1279
7.576,-0.25,0.0,-0.1803,-0.014,0.004,-2.63,6.1525,0.1273
7.597,-0.25,0.0,-0.2533,-0.004,0.004,-2.64,6.1475,0.1264
7.617,-0.25,0.0,-0.2533,-0.004,-0.015,-2.64,6.1425,0.1255
7.638,-0.25,0.0,-0.2447,0.015,-0.015,-2.62,6.1377,0.1246
7.658,-0.25,0.0,-0.2447,0.015,-0.002,-2.61,6.1328,0.1237
7.679,-0.25,0.0,-0.2533,0.002,0.003,-2.61,6.1279,0.1228
7.699,-0.25,0.0,-0.2469,-0.003,0.003,-2.61,6.123,0.1219
7.72,-0.25,0.0,-0.2469,-0.003,-0.007,-2.61,6.1181,0.121
7.74,-0.25,0.0,-0.2512,0.007,-0.007,-2.6,6.1132,0.1201
7.761,-0.25,0.0,-0.2512,0.007,0.01,-2.6,6.1083,0.1191
7.781,-0.25,0.0,-0.249,-0.01,-0.013,-2.61,6.1034,0.1182
7.802,-0.25,0.0,-0.1739,0.013,-0.013,-2.59,6.1,0.1176
7.822,-0.25,0.0,-0.1739,0.013,0.0,-2.58,6.0966,0.117
7.843,-0.25,0.0,-0.2533,-0.0,0.0,-2.58,6.0916,0.1161
7.863,-0.25,0.0,-0.2533,-0.0,0.019,-2.58,6.0866,0.1151
7.884,-0.25,0.0,-0.2469,-0.019,-0.007,-2.6,6.0817,0.1142
7.904,-0.25,0.0,-0.1782,0.007,-0.007,-2.59,6.0782,0.1136
7.924,-0.25,0.0,-0.1782,0.007,-0.02,-2.58,6.0747,0.1129
7.945,-0.25,0.0,-0.2383,0.02,-0.02,-2.56,6.07,0.1121
7.968,-0.25,0.0,-0.2533,0.005,-0.005,-2.53,6.0604,0.1103
7.992,-0.25,0.0,-0.2533,0.005,0.009,-2.53,6.0554,0.1093
